Name	Set	ImageFile	Release	Info	Property	Uniqueness	Type	Mission/ Dilemma Type	Affil	Class	Int/Rng	Cun/Wpn	Str/Shd	Points	Region	Quadrant	Span	Icons	Staff	Characteristics/ Keywords	Requires	Persona	Command	Lore	Reports	Names	Text
V'Las*	Virtual_b04_OTF_Open_Warp	llap_52_ALT	llap	52 V	ENT		Personnel		Romulan/Vulcan	V.I.P.	2	8	5					[22][AU][Cmd]		Vulcan; Male; Minister;				Vulcan minister and High Command administrator. He conspired with Talok to eliminate the Syrranites.			V.I.P. Leadership x 2 Treachery x 2 Law Once per game, may discard a Dissident present. DL/ {Orbital Bombardment} DL/ Any [Vul] Treachery personnel
V'Tal	Virtual_b04_OTF_Open_Warp	llap_53	llap	53 V	ENT		Personnel		Vulcan	CIVILIAN	9	9	3					[22][AU]		Vulcan; Male; Priest;				Elderly Vulcan priest. Secret expert on melding techniques. He relieved Jonathan Archer of Surak's katra. Officiated at the wedding of Koss and T'Pol.			CIVILIAN Mindmeld x 2 MEDICAL Anthropology Biology Honor DL/ {Vulcan Mindmeld}
Vanik	Virtual_b04_OTF_Open_Warp	llap_54	llap	54 V	ENT		Personnel		Vulcan	OFFICER	4	6	7					[22][AU][Cmd]		Vulcan; Captain; Male;			Ti'Mur	Long-serving officer reporting to the Vulcan High Command. Captain of the Ti'Mur. Logistics expert. He helped rescue two Enterprise crewmen in 2151.			OFFICER Leadership Law Astrophysics
Yuris	Virtual_b04_OTF_Open_Warp	llap_55	llap	55 V	ENT		Personnel		Vulcan	MEDICAL	7	7	7					[22][AU]		Vulcan; Dissident; Male; Nurse;				Junior physician and former nurse. Lost his standing in Vulcan medical circles after he exposed his mindmeld abilities. Later became a dissident.			MEDICAL Youth Smuggling Mindmeld Honor
Ni'Var	Virtual_b04_OTF_Open_Warp	llap_56	llap	56 V	ENT		Ship		Vulcan	Suurok Class	7	7	7					[22][AU]	[Cmd][Stf] 	Ship with a Skill; Tractor Beam; Vulcan ship;			Sopek	Vulcan combat cruiser commanded by Sopek. Assigned to return T'Pol to Vulcan in 2151. Landed troops on Coridan as part of a rescue attempt.			Tractor Beam, SECURITY DL/ {Launch Portal}
Sh'Raan	Virtual_b04_OTF_Open_Warp	Shraan	llap	57 V	ENT		Ship		Vulcan	Suurok Class	7	7	7					[22][AU]	[Cmd][Stf] 	Ship with a Skill; Tractor Beam; Vulcan ship;				Vulcan combat cruiser dispatched to rendezvous with Enterprise. Efficiently disabled Mazarite attackers attempting to capture Ambassador V'Lar.			Tractor Beam, Navigation DL/ {Combat-Ready: Tactical Reserve}
Ti'Mur	Virtual_b04_OTF_Open_Warp	llap_58	llap	58 V	ENT		Ship		Vulcan	Suurok Class	7	7	7					[22][AU]	[Cmd][Stf] 	Ship with a Skill; Tractor Beam; Vulcan ship;				Cruiser that conveyed a message to T'Pol about her marriage. Observed Enterprise studying a comet. Rescued a shuttlepod with its tractor beam.			Tractor Beam, Geology DL/ {Activate Tractor Beam}
Vulcan Frigate	Virtual_b04_OTF_Open_Warp	llap_59	llap	59 V	ENT	univ	Ship		Vulcan	D'Vhal Class	5	5	4					[22][AU]	 	Scout; Shuttlecraft; Vulcan ship;				Large shuttlecraft in use by the High Command. Outfitted with particle beam armament for orbital defense of Vulcan. Often repurposed as a scout ship.			
Vulcan Particle Beam	Virtual_b04_OTF_Open_Warp	llap_60	llap	60 V	ENT		Tactic				-2	-1	-1								Vulcan ship;						Attack: 1. Defense: 2. ATTACK bonus +2 if you have a Vulcan ship firing. Hit = [Flip][Flip]. Direct hit = [Flip][Flip][Flip][Flip]. Hull: -30% Casualties: randomly kills one personnel (on a Nor, one personnel at site of opponent's choice).
22nd-Century ShiKahr	Virtual_b04_OTF_Open_Warp	llap_61	llap	61 V			Time Location	[P]								Alpha								Desert metropolis located near The Forge. Birthplace of many famous Vulcans.			Seeds or plays on table; any player may download {IDIC}. Native to this timeline: all [Vul][22] cards, [Non][22] personnel, and [22] equipment (except [MU] cards). Once each turn, one such personnel reporting at this location may do so for free. Non-[22] cards are excluded from battle here.
P'Jem Sanctuary	Virtual_b04_OTF_Open_Warp	llap_62	llap	62 V			Time Location	[P]								Alpha								Ancient Vulcan monastery. Concealed a secret V'Shar monitoring post.			Seeds or plays on table; any player may download {The Secret of P'Jem} and/or a V'Shar personnel here. Native to this timeline: all [Vul][22] cards and [22] equipment (except [MU] cards). V'Shar personnel may {file mission report}s here. When a player solves a mission, any V'Shar personnel there may relocate here.
Up Yer Shaft!	Virtual_OTF_Open_Warp	205VP	VP	205 VP	TSfS		Dilemma	[S]																After some selective sabotage by Mr. Scott, the crew of the Starship Excelsior discovered that their new transwarp drive was not going to be breaking any speed records.			One Computer Skill present (random selection) is placed atop draw deck. To get past requires ENGINEER>Leadership present. Nullify with {Transwarp Conduit}.
Planet of Galactic Peace	Virtual_OTF_Open_Warp	89P	wp2017	89 P	TFF		Event																	Founded in 2267 after the Federation-Klingon War, Nimbus III was a dream given form. Located deep in neutral space, it was considered the last, best hope for peace. It failed.			Plays on your non-homeworld mission. Your cards here may mix and cooperate regardless of affiliation. (Immune to {Kevin Uxbridge}.)
HQ: Executive Orders	Virtual_OTF_Open_Warp	90P	wp2017	90 P	TVH		Incident																				Seeds or plays on any {headquarters}. Once each turn, if you report a matching personnel here that has a property logo not on any of your other personnel in play, you may draw a card. Your matching V.I.P.-classification personnel here gain SECURITY.
Colonel Kira (Warp Pack)	Virtual_OTF_Open_Warp	91P	wp2017	91 P	DS9		Personnel		Bajoran	OFFICER	7	7	8					[Cmd]		Bajoran; Colonel; Deep Space 9-related personnel; Female;		Kira Nerys		Blockade commander Kira Nerys opposed the Romulans at Derna. She commanded DS9 in 2375.			OFFICER SECURITY Diplomacy Leadership Once each turn (twice per game), you may draw a card for each staffed [Baj] ship here.
Five of Fourteen	Virtual_OTF_Open_Warp	FiveofFourteen	wp2017	92 P	TNG	univ	Personnel		Borg		5	5	7					[Def][DQ]		Borg/Humanoid; Drone;				Identification: DEPLOYMENT DRONE Task: Assess inter-hive resourcing. Optimize. Biological Distinctiveness: Humanoid.			SECURITY Exobiology May download {Retask} in place of your normal card play. Once per game, may nullify {Temporal Vortex}.
Hiram Roth	Virtual_OTF_Open_Warp	93P	wp2017	93 P	TVH		Personnel		Federation	V.I.P.	7	5	4					[AU][Films]		Human; Male; President;				Human president of the United Federation of Planets during the 2286 whale probe incident. He demoted Admiral Kirk for disobeying Starfleet regulations.			V.I.P. Leadership x 2 DL/ {HQ: Executive Orders} [Fed] personnel are INTEGRITY +2 if {The Whale Probe} in play.
Mellis	Virtual_OTF_Open_Warp	94P	wp2017	94 P	VOY	univ	Personnel		Hirogen	SECURITY	7	6	6					[Cmd][DQ]		Hirogen; Alpha-Hirogen; Male;				Typical Alpha-Hirogen in training. Refined his skills leading several successful hunts against holographic prey. Eager to test himself against a real opponent.			SECURITY Anthropology Leadership Archaeology Once each turn, you may play {Hunting Group} for free.
Mo'Lak	Virtual_OTF_Open_Warp	95P	wp2017	95 P	TMP		Personnel		Klingon	OFFICER	6	6	6					[AU][Cmd][Films]		Klingon; Male;				First officer of the I.K.S. Amar during the V'Ger incident. Normally a calming influence on his commanding officer, Krase.			OFFICER Leadership Honor Points you score from [Self] cards do not count towards {Writ of Accountability}.
Karyn Berlin	Virtual_OTF_Open_Warp	96P	wp2017	96 P	VOY	univ	Personnel		Non-Aligned	SECURITY	7	6	6					[DQ]		Human; Female; Support Personnel;				One of many humans descended from The 37's. Her ancestors were kidnapped and relocated to the Delta Quadrant. Protects her colony from invaders.			SECURITY Law Diplomacy
Dr. Pel	Virtual_OTF_Open_Warp	97P	wp2017	97 P	VOY		Personnel		Vidiian/Federation	MEDICAL	7	7	4					[DQ][Holo][Stf]		Hologram; Female;		Danara Pel		Hologram created in 2372 with the intelligence and consciousness of the Vidiian female Danara Pel. Romantically involved with The Doctor.		The Doctor	MEDICAL Biology Computer Skill Honor MEDICAL DL/ {Holoprogram: Make-Out Point}
Dr. Pel*	Virtual_OTF_Open_Warp	97PA	wp2017	97 P	VOY		Personnel		Federation/Vidiian	MEDICAL	7	7	4					[DQ][Holo][Stf]		Hologram; Female;		Danara Pel		Hologram created in 2372 with the intelligence and consciousness of the Vidiian female Danara Pel. Romantically involved with The Doctor.		The Doctor	MEDICAL Biology Computer Skill Honor MEDICAL DL/ {Holoprogram: Make-Out Point}
A Crime of Passion	Virtual_b04_OTF_Open_Warp	coldfront_01	coldfront	1 V	ENT		Dilemma	[S]												female-related dilemma; male-related dilemma; murder-related dilemma;	Female; Male;			Manipulated by D'Nesh and her Orion pheromones, Kelby sabotaged the electro-plasma system aboard Enterprise as part of Harrad-Sar's attempt to capture the vessel.			Unless a female ENGINEER OR a unique male with printed INTEGRITY>7 present, opponent may choose a ship here to [Flip][Flip]. Discard dilemma.
Enemies of the State	Virtual_b04_OTF_Open_Warp	EnemiesoftheState	coldfront	2 V	TNG		Dilemma	[P]										[3]			Dissident;			The Romulan government tried to suppress Ambassador Spock's underground movement and its efforts towards unification.			Place on planet. Opponent may download three dissidents to planet. Now and at start of each attempt here, Away Team stopped if INTEGRITY from up to X personnel < opposing INTEGRITY. X = number of opposing personnel present.
No Mention of Crime	Virtual_b04_OTF_Open_Warp	coldfront_03	coldfront	3 V	ENT		Dilemma	[P]												Capturing-related card; female-related dilemma; male-related dilemma; murder-related dilemma;	Female; Male;			In 2152, Charles Tucker III and Malcolm Reed were deceived by con artists posing as alluring females on Risa. The Vulcan database hadn't warned them of potential criminal activity.			Opponent chooses to capture male with most [*] icons OR stop any two males present. Nullify with four females.
Pawns of the Military	Virtual_b04_OTF_Open_Warp	coldfront_04	coldfront	4 V	TWOK		Dilemma	[S/P]										[3]			Biolab; Virus-related dilemma;			In the wrong hands, a new discovery or scientific advancement can be perverted into a dreadful weapon.			If {T'Lani III} or a biolab in play, opponent may download and seed here up to two of the following: {Hyper-Aging}, {Aphasia Device} or any virus-related dilemma; then place on mission: add 2 SCIENCE to requirements of all such dilemmas here.
Temporal Benefactor	Virtual_b04_OTF_Open_Warp	TemporalBenefactor	coldfront	5 V	ENT		Doorway											[AU]		Temporal Agent; Temporal agent-related card;	Temporal agent-related card;						Seeds on table. Place one personnel beneath here from outside the game; "Benefactor" in play for uniqueness only. Your unique [AU] personnel naming (or named by) Benefactor in lore are temporal agents and (when in play) gain Benefactor's skills. Once each turn, you may place a [22] personnel from hand beneath draw deck to download to hand {Timepod Ring} or a card with "temporal agent" in gametext or lore. (Unique.)
Bigger on the Inside	Virtual_b04_OTF_Open_Warp	coldfront_06	coldfront	6 V	ENT		Event											[3][AU]		Temporal agent-related card;	Temporal Agent;			The secrets of a small futuristic ship and the corpse of a presumed temporal agent led Starfleet, Suliban, and Tholian forces to abandon all other priorities in an attempt to secure it.			Plays on a mission if your temporal agent is here or adjacent. Mission may not be attempted or scouted unless 4 [Cmd] OR any Intelligence in crew or Away Team. (Unique.)
Disrupted Continuum	Virtual_b04_OTF_Open_Warp	coldfront_07	coldfront	7 V	ENT		Event											[HA]		Temporal agent-related card;				When temporal agent Daniels pulled Jonathan Archer out of a dangerous situation with the Suliban in the 22nd century, it resulted in devastating alterations to the timeline.			Plays on table. Once per game, discard event to nullify a non-[Q] dilemma your opponent just revealed; may download and seed a replacement [S] or [P] dilemma.
Empress	Virtual_b04_OTF_Open_Warp	coldfront_08	coldfront	8 V	ENT		Event														Contender-related objective;			With the firepower of the Starship Defiant at her disposal, the former communications officer quickly assumed a new position of power. "You are speaking to Empress Sato."			Plays on your Contender (for free if {any Hoshi}). Once per game, at the start of your turn, discard event to complete a Contender-related objective (but draw no cards).
Revolutionaries	Virtual_b04_OTF_Open_Warp	coldfront_09	coldfront	9 V	DS9		Event														Dissident;			Damar rallied the civilian population of Cardassia, knowing that failure to oppose an enemy as evil and powerful as the Dominion would condemn them all to eternal submission.			Plays on table. Your dissidents may initiate battle against their own affiliation. OR Download two [Univ] dissident personnel. Discard event.
Romulan Minefield	Virtual_b04_Open_Warp	coldfront_10	coldfront	10 V	ENT		Event											[Sch]						Many species use mines to deny access to particular areas of space. Cloaked Romulan mines caused significant damage to Enterprise in 2152.			Plays between two missions (for free if both are [ROM]). Creates a location (span 2). Passing non-[Rom] ships must stop here for rest of turn or incur damage.
The Unrelenting Lust for Profit	Virtual_b04_OTF_Open_Warp	coldfront_11	coldfront	11 V	DS9		Event														Trading Post;			Outraged by the taxes and social reforms on Ferenginar, Quark declared that his bar would be the last outpost of what had once made Ferenginar great.			Seeds on {Quark's Bar} or a {Trading Post}; download {1st Rule of Acquisition} or {The Ferengi Rules of Acquisition}. You may use them at any time on your turn.
Treaty: Romulan/Vulcan	Virtual_b04_OTF_Open_Warp	TreatyRomulanVulcan	coldfront	12 V	ENT		Event											[HA]		Romulan treaty;				Under the administration of V'Las, a covert alliance existed in 2154 between the Vulcan High Command and Romulan agents with the aim of "reunifying" the two cultures.			Plays on table (for free if you have {V'Las} in play). Your [Vul] cards and your [Rom][22] cards recognize this treaty. They can now mix and cooperate.
"We Are the Metrons"	Virtual_b04_OTF_Open_Warp	coldfront_13	coldfront	13 V	TOS		Event																	Having pursued their Gorn adversaries into Metron-controlled space, the crew of the Starship Enterprise was forced to resolve their conflict on the Metrons' terms.			Seeds on your mission. If each of your missions has exactly one affiliation icon and all match, all non-[Bor] cards at this mission have attack restrictions of that affiliation.
Cold Station 12	Virtual_b04_OTF_Open_Warp	coldfront_14	coldfront	14 V	ENT		Facility		Non-Aligned	Station			18					[22][AU]		Biolab;	Khan-related card;			22nd-century biolab built by Earth and Denobula. Stored hazardous pathogens and genetically enhanced embryos. Commandeered by augments.			Seed one at a [STA] [S] mission. Your [Non] cards with "Khan" in title or lore may report here; one may seed here.
Tellarite Trading Post	Virtual_b04_OTF_Open_Warp	coldfront_15	coldfront	15 V	ENT	univ	Facility		Non-Aligned	Station			26					[22][AU]		Trading Post;				22nd-century depot operated by the Tellarite Mining Consortium. Home away from home for diplomats, hustlers, entrepreneurs, and wanderers.			Seeds or plays at a 2154 [S] location. Ships may dock and repair here (as if an outpost). DL/ {UFP: One Small Step}
Comfort Women	Virtual_b04_OTF_Open_Warp	coldfront_16	coldfront	16 V	ENT		Incident													Dissident; Terok Nor-related personnel;	Female; Gul; Senator;						Plays once each turn (for free) on your Gul or Senator present with a female of a different species. For rest of turn, this personnel gains any regular skill; discard incident. OR Seeds on {Bajor}. Your [Baj] females become [Car] dissidents with "Terok Nor" in lore (even if not in play); download a site. OR Seeds on {Verex III}. Your [Non][22] females are considered native to 2154 Time Locations.
Ferengi Gas Trap	Virtual_b04_OTF_Open_Warp	coldfront_17	coldfront	17 V	ENT		Incident											[1]									Plays on a [S] location. Opponent's ship here must "bring this card aboard" (place on ship; limit once per game per ship title). Counts down only while on a ship. While on opponent's ship: crew disabled, and ship (if non-[Bor]) may be targeted by {Secondary Market}. Nullified if {Decontamination} is in play, by {Disruptor Overload}, or with CUNNING>103 here. (Unique.)
Holographic Camouflage	Virtual_b04_Open_Warp	coldfront_18	coldfront	18 V	ENT		Incident														Holographic Skin;						Seeds on table; place here from outside the game up to 7 different non-[Bor] ships. At the start of your turn, you may place a ship here out-of-play; until start of your next turn: your ships with Holographic Skin have that ship's WEAPONS and add its special equipment, use tactics as if that ship, and damage is replaced with [Flip] for all hits (score 5 points per hit). Your {Outgunned} is nullified.
